datetime,ppm,temp,rh,class
2021-09-11 07:01:59,395.19,27.27,67.22,1
2021-09-11 07:02:22,395.19,27.27,67.28,1
2021-09-11 07:02:45,389.85,27.28,67.26,1
2021-09-11 07:03:07,389.85,27.26,67.31,2
2021-09-11 07:03:30,389.85,27.27,67.3,2
2021-09-11 07:03:52,389.85,27.27,67.3,2
2021-09-11 07:04:15,345.27,27.29,67.28,2
2021-09-11 07:04:38,349.93,27.3,67.29,2
2021-09-11 07:05:00,400.62,27.31,67.26,1
2021-09-11 07:05:23,411.74,27.32,67.25,1
2021-09-11 07:05:45,389.85,27.33,67.25,1
2021-09-11 07:06:08,389.85,27.33,67.21,1
2021-09-11 07:06:31,384.58,27.33,67.22,1
2021-09-11 07:06:53,340.69,27.35,67.22,1
2021-09-11 07:07:16,327.34,27.35,67.21,1
2021-09-11 07:07:39,384.58,27.36,67.2,1
2021-09-11 07:08:01,384.58,27.37,67.2,2
2021-09-11 07:08:24,384.58,27.37,67.18,2
2021-09-11 07:08:47,384.58,27.36,67.19,2
2021-09-11 07:09:09,340.69,27.37,67.19,1
2021-09-11 07:09:32,384.58,27.38,67.23,1
2021-09-11 07:09:55,384.58,27.38,67.23,1
2021-09-11 07:10:17,384.58,27.4,67.25,1
2021-09-11 07:10:40,384.58,27.43,67.15,1
2021-09-11 07:11:02,384.58,27.43,67.13,1
2021-09-11 07:11:25,331.72,27.43,67.11,1
2021-09-11 07:11:48,384.58,27.43,67.1,1
2021-09-11 07:12:10,384.58,27.43,67.1,2
2021-09-11 07:12:33,384.58,27.45,67.13,2
2021-09-11 07:12:55,384.58,27.45,67.09,2
2021-09-11 07:13:18,384.58,27.45,67.11,2
2021-09-11 07:13:41,379.4,27.44,67.16,2
2021-09-11 07:14:03,384.58,27.45,67.21,2
2021-09-11 07:14:26,400.62,27.46,67.14,2
2021-09-11 07:14:49,384.58,27.47,67.12,2
2021-09-11 07:15:11,384.58,27.48,67.1,2
2021-09-11 07:15:34,389.85,27.48,67.1,2
2021-09-11 07:15:56,389.85,27.48,67.12,2
2021-09-11 07:16:20,389.85,27.48,67.12,2
2021-09-11 07:16:42,340.69,27.49,67.11,2
2021-09-11 07:17:05,340.69,27.49,67.09,2
2021-09-11 07:17:28,389.85,27.5,67.08,2
2021-09-11 07:17:50,384.58,27.5,67.03,2
2021-09-11 07:18:13,389.85,27.5,67.03,3
2021-09-11 07:18:36,400.62,27.49,67.23,3
2021-09-11 07:18:58,395.19,27.5,67.15,3
2021-09-11 07:19:21,400.62,27.52,67.11,3
2021-09-11 07:19:44,395.19,27.54,67.07,3
2021-09-11 07:20:06,389.85,27.56,67.05,3
2021-09-11 07:20:29,395.19,27.58,67.11,3
2021-09-11 07:20:51,406.14,27.59,67.06,3
2021-09-11 07:21:14,395.19,27.61,67.06,3
2021-09-11 07:21:37,349.93,27.61,67.13,3
2021-09-11 07:21:59,406.14,27.61,67.13,3
2021-09-11 07:22:22,349.93,27.62,67.12,3
2021-09-11 07:22:44,345.27,27.64,67.05,3
2021-09-11 07:23:07,389.85,27.66,67.21,3
2021-09-11 07:23:30,389.85,27.67,67.15,3
2021-09-11 07:23:52,389.85,27.69,67.07,3
2021-09-11 07:24:15,400.62,27.7,67.16,2
2021-09-11 07:24:38,406.14,27.72,67.23,2
2021-09-11 07:25:01,354.65,27.73,67.31,2
2021-09-11 07:25:23,406.14,27.73,67.22,2
2021-09-11 07:25:46,389.85,27.74,67.04,2
2021-09-11 07:26:08,389.85,27.71,66.61,2
2021-09-11 07:26:31,384.58,27.72,66.8,2
2021-09-11 07:26:54,384.58,27.72,66.95,2
2021-09-11 07:27:16,384.58,27.73,66.91,3
2021-09-11 07:27:39,384.58,27.76,66.94,3
2021-09-11 07:28:02,389.85,27.76,66.92,3
2021-09-11 07:28:24,395.19,27.77,66.93,3
2021-09-11 07:28:47,389.85,27.78,66.91,3
2021-09-11 07:29:13,389.85,27.78,67.02,3
2021-09-11 07:29:35,406.14,27.79,67.0,3
2021-09-11 07:29:58,389.85,27.8,66.96,3
2021-09-11 07:30:21,389.85,27.81,66.83,3
2021-09-11 07:30:43,406.14,27.82,66.9,3
2021-09-11 07:31:06,384.58,27.84,66.78,3
2021-09-11 07:31:29,395.19,27.86,66.67,3
2021-09-11 07:31:51,379.4,27.87,66.63,3
2021-09-11 07:32:14,340.69,27.88,66.6,3
2021-09-11 07:32:36,389.85,27.88,66.37,3
2021-09-11 07:32:59,389.85,27.88,66.46,3
2021-09-11 07:33:22,389.85,27.89,66.36,3
2021-09-11 07:33:44,389.85,27.9,66.3,3
2021-09-11 07:34:07,336.17,27.92,66.34,3
2021-09-11 07:34:29,340.69,27.92,66.24,3
2021-09-11 07:34:52,389.85,27.92,66.32,3
2021-09-11 07:35:15,384.58,27.93,66.36,3
2021-09-11 07:35:37,340.69,27.95,66.29,3
2021-09-11 07:36:00,389.85,27.95,66.32,3
2021-09-11 07:36:23,340.69,27.95,66.32,3
2021-09-11 07:36:46,389.85,27.96,66.29,3
2021-09-11 07:37:09,389.85,27.97,66.37,3
2021-09-11 07:37:31,389.85,27.97,66.38,3
2021-09-11 07:37:54,389.85,27.98,66.45,3
2021-09-11 07:38:17,406.14,27.99,66.49,3
2021-09-11 07:38:39,389.85,28.0,66.53,3
2021-09-11 07:39:02,345.27,28.0,66.48,3
2021-09-11 07:39:25,389.85,28.01,66.48,3
2021-09-11 07:39:47,389.85,28.01,66.48,3
2021-09-11 07:40:10,379.4,28.0,66.03,3
2021-09-11 07:40:33,379.4,27.99,65.74,3
2021-09-11 07:40:55,331.72,27.99,65.76,3
2021-09-11 07:41:18,369.27,27.99,65.9,3
2021-09-11 07:41:40,369.27,28.0,65.91,3
2021-09-11 07:42:03,369.27,28.02,65.94,3
2021-09-11 07:42:26,364.32,28.02,65.77,3
2021-09-11 07:42:48,364.32,28.03,65.82,3
2021-09-11 07:43:11,364.32,28.03,65.74,3
2021-09-11 07:43:34,323.03,28.02,65.55,3
2021-09-11 07:43:56,323.03,28.03,65.74,3
2021-09-11 07:44:19,364.32,28.03,65.72,3
2021-09-11 07:44:41,364.32,28.04,65.78,3
2021-09-11 07:45:04,369.27,28.06,65.8,3
2021-09-11 07:45:27,369.27,28.07,65.85,3
2021-09-11 07:45:49,327.34,28.09,65.9,3
2021-09-11 07:46:12,369.27,28.1,65.92,3
2021-09-11 07:46:35,369.27,28.11,65.91,3
2021-09-11 07:46:57,359.45,28.12,66.02,3
2021-09-11 07:47:20,323.03,28.14,65.99,3
2021-09-11 07:47:42,359.45,28.15,65.97,3
2021-09-11 07:48:05,364.32,28.17,65.96,3
2021-09-11 07:48:28,364.32,28.18,65.87,3
2021-09-11 07:48:50,323.03,28.19,65.86,3
2021-09-11 07:49:13,364.32,28.19,65.87,3
2021-09-11 07:49:36,364.32,28.21,65.85,3
2021-09-11 07:49:58,364.32,28.21,65.75,3
2021-09-11 07:50:23,302.39,28.22,65.59,3
2021-09-11 07:50:46,354.65,28.21,65.2,3
2021-09-11 07:51:08,359.45,28.2,65.45,3
2021-09-11 07:51:31,359.45,28.22,65.65,3
2021-09-11 07:51:54,359.45,28.23,65.66,3
2021-09-11 07:52:16,364.32,28.24,65.58,3
2021-09-11 07:52:39,364.32,28.25,65.58,3
2021-09-11 07:53:01,364.32,28.26,65.58,3
2021-09-11 07:53:24,359.45,28.27,65.56,3
2021-09-11 07:53:47,359.45,28.27,65.53,3
2021-09-11 07:54:09,364.32,28.28,65.48,3
2021-09-11 07:54:32,359.45,28.29,65.49,3
2021-09-11 07:54:55,314.59,28.28,65.42,3
2021-09-11 07:55:17,323.03,28.26,65.13,3
2021-09-11 07:55:40,359.45,28.25,65.07,3
2021-09-11 07:56:02,359.45,28.23,65.51,3
2021-09-11 07:56:25,314.59,28.21,65.71,3
2021-09-11 07:56:48,359.45,28.2,66.2,3
2021-09-11 07:57:10,359.45,28.26,66.07,3
2021-09-11 07:57:33,359.45,28.29,66.28,3
2021-09-11 07:57:55,359.45,28.38,65.66,3
2021-09-11 07:58:18,354.65,28.41,65.32,3
2021-09-11 07:58:41,310.46,28.43,64.95,3
2021-09-11 07:59:03,306.4,28.45,65.19,3
2021-09-11 07:59:26,354.65,28.44,64.91,3
2021-09-11 07:59:49,336.17,28.42,64.97,3
2021-09-11 08:00:11,340.69,28.4,65.39,3
2021-09-11 08:00:34,340.69,28.39,65.21,3
2021-09-11 08:00:57,340.69,28.4,65.08,3
2021-09-11 08:01:20,345.27,28.38,65.14,3
2021-09-11 08:01:42,340.69,28.36,65.16,3
2021-09-11 08:02:05,340.69,28.34,65.02,3
2021-09-11 08:02:27,340.69,28.34,65.18,3
2021-09-11 08:02:50,340.69,28.34,65.15,3
2021-09-11 08:03:13,298.45,28.35,65.18,3
2021-09-11 08:03:35,345.27,28.33,65.07,3
2021-09-11 08:03:58,298.45,28.31,65.12,3
2021-09-11 08:04:21,340.69,28.32,65.08,3
2021-09-11 08:04:43,340.69,28.32,65.2,3
2021-09-11 08:05:06,298.45,28.33,65.26,3
2021-09-11 08:05:29,345.27,28.34,65.22,3
2021-09-11 08:05:51,345.27,28.35,65.31,3
2021-09-11 08:06:14,345.27,28.35,65.29,3
2021-09-11 08:06:36,298.45,28.36,65.33,3
2021-09-11 08:06:59,345.27,28.36,65.34,3
2021-09-11 08:07:22,345.27,28.37,65.32,3
2021-09-11 08:07:44,345.27,28.38,65.31,3
2021-09-11 08:08:07,298.45,28.39,65.28,3
2021-09-11 08:08:30,345.27,28.4,65.25,3
2021-09-11 08:08:52,345.27,28.4,65.26,3
2021-09-11 08:09:15,345.27,28.4,65.22,3
2021-09-11 08:09:38,302.39,28.4,65.17,3
2021-09-11 08:10:00,340.69,28.41,65.17,3
2021-09-11 08:10:23,345.27,28.41,65.18,3
2021-09-11 08:10:46,340.69,28.41,65.18,3
2021-09-11 08:11:08,345.27,28.41,65.18,3
2021-09-11 08:11:31,298.45,28.41,65.22,3
2021-09-11 08:11:53,298.45,28.42,65.11,3
2021-09-11 08:12:16,345.27,28.43,65.05,3
2021-09-11 08:12:39,275.96,28.42,65.05,3
2021-09-11 08:13:01,345.27,28.44,65.25,3
2021-09-11 08:13:24,298.45,28.44,64.99,3
2021-09-11 08:13:46,340.69,28.44,64.98,3
2021-09-11 08:14:09,340.69,28.44,65.03,3
2021-09-11 08:14:32,294.56,28.44,65.04,3
2021-09-11 08:14:54,345.27,28.45,65.04,3
2021-09-11 08:15:17,340.69,28.45,65.02,3
2021-09-11 08:15:40,294.56,28.45,64.9,3
2021-09-11 08:16:02,345.27,28.45,65.03,3
2021-09-11 08:16:25,345.27,28.46,65.13,3
2021-09-11 08:16:47,345.27,28.48,65.08,3
2021-09-11 08:17:10,298.45,28.48,65.07,3
2021-09-11 08:30:17,311.34,28.74,64.84,3
2021-09-11 08:30:40,404.99,28.74,64.8,3
2021-09-11 08:31:02,404.99,28.74,64.91,3
2021-09-11 08:31:25,410.45,28.75,64.93,3
2021-09-11 08:32:10,404.99,28.76,64.94,3
2021-09-11 08:32:33,350.06,28.78,64.97,3
2021-09-11 08:32:55,410.45,28.79,64.97,3
2021-09-11 08:33:18,415.99,28.8,64.96,3
2021-09-11 08:33:41,404.99,28.81,64.95,3
2021-09-11 08:34:03,354.69,28.82,64.94,3
2021-09-11 08:34:26,410.45,28.82,64.92,3
2021-09-11 08:34:48,354.69,28.83,64.97,3
2021-09-11 08:35:11,415.99,28.85,64.96,3
2021-09-11 08:35:34,415.99,28.85,65.01,3
2021-09-11 08:35:56,415.99,28.86,64.97,3
2021-09-11 08:36:19,415.99,28.86,64.95,3
2021-09-11 08:36:42,399.61,28.88,64.9,3
2021-09-11 08:37:04,345.5,28.88,64.89,3
2021-09-11 08:37:27,394.31,28.88,64.88,3
2021-09-11 08:37:49,341.01,28.9,64.81,3
2021-09-11 08:38:12,410.45,28.92,64.84,3
2021-09-11 08:38:35,410.45,28.92,64.86,3
2021-09-11 08:38:57,399.61,28.93,64.83,3
2021-09-11 08:39:20,354.69,28.94,64.79,3
2021-09-11 08:39:43,404.99,28.95,64.78,3
2021-09-11 08:40:05,354.69,28.96,64.73,3
2021-09-11 08:40:28,415.99,28.97,64.75,3
2021-09-11 08:40:51,354.69,28.98,64.77,3
2021-09-11 08:41:13,415.99,28.98,64.74,3
2021-09-11 08:41:36,415.99,28.99,64.73,3
2021-09-11 08:41:59,359.39,29.01,64.76,3
2021-09-11 08:42:21,410.45,29.01,64.53,3
2021-09-11 08:42:44,354.69,29.02,64.44,3
2021-09-11 08:43:06,415.99,29.02,64.5,3
2021-09-11 08:43:29,354.69,29.03,64.37,3
2021-09-11 08:43:52,404.99,29.02,64.17,3
2021-09-11 08:44:14,350.06,29.04,64.35,3
2021-09-11 08:44:37,404.99,29.04,64.31,3
2021-09-11 08:44:59,359.39,29.05,64.48,3
2021-09-11 08:45:22,404.99,29.06,64.39,3
2021-09-11 08:45:45,410.45,29.05,64.41,3
2021-09-11 08:46:07,415.99,29.05,64.46,3
2021-09-11 08:46:30,354.69,29.05,64.49,3
2021-09-11 08:46:52,364.16,29.05,64.49,3
2021-09-11 08:47:15,415.99,29.07,64.46,3
2021-09-11 08:47:38,364.16,29.07,64.48,3
2021-09-11 08:48:00,415.99,29.07,64.59,3
2021-09-11 08:48:23,415.99,29.07,64.56,3
2021-09-11 08:48:46,421.62,29.07,64.55,3
2021-09-11 08:49:08,364.16,29.07,64.58,3
2021-09-11 08:49:31,415.99,29.08,64.59,3
2021-09-11 08:49:54,421.62,29.09,64.64,3
2021-09-11 08:50:16,421.62,29.1,64.64,3
2021-09-11 08:50:39,421.62,29.11,64.72,3
2021-09-11 08:51:01,421.62,29.13,64.71,3
2021-09-11 08:51:24,369.0,29.14,64.71,3
2021-09-11 08:51:47,421.62,29.16,64.66,3
2021-09-11 08:52:09,421.62,29.17,64.64,3
2021-09-11 08:52:32,369.0,29.17,64.62,3
2021-09-11 08:52:55,427.33,29.19,64.65,3
2021-09-11 08:53:17,404.99,29.18,64.54,3
2021-09-11 08:53:40,421.62,29.19,64.51,3
2021-09-11 08:54:02,421.62,29.19,64.61,3
2021-09-11 08:54:25,415.99,29.2,64.58,3
2021-09-11 08:54:48,359.39,29.22,64.61,3
2021-09-11 08:55:10,415.99,29.23,64.41,3
2021-09-11 08:55:33,415.99,29.23,64.48,3
2021-09-11 08:55:55,415.99,29.24,64.41,3
2021-09-11 08:56:18,364.16,29.25,64.41,3
2021-09-11 08:56:42,415.99,29.26,64.37,3
2021-09-11 08:57:04,415.99,29.27,64.44,3
2021-09-11 08:57:27,415.99,29.28,64.48,3
2021-09-11 08:57:49,410.45,29.28,64.46,3
2021-09-11 08:58:12,359.39,29.29,64.49,3
2021-09-11 08:58:35,415.99,29.29,64.51,3
2021-09-11 08:58:57,415.99,29.3,64.53,3
2021-09-11 08:59:20,415.99,29.31,64.55,3
2021-09-11 08:59:43,410.45,29.32,64.52,3
2021-09-11 09:00:05,415.99,29.33,64.47,3
2021-09-11 09:00:28,378.9,29.33,64.5,3
2021-09-11 09:00:50,383.96,29.35,64.47,3
2021-09-11 09:01:13,383.96,29.36,64.48,3
2021-09-11 09:01:36,383.96,29.35,64.58,3
2021-09-11 09:01:58,383.96,29.37,64.7,3
2021-09-11 09:02:21,389.1,29.39,64.56,3
2021-09-11 09:02:44,383.96,29.41,64.51,3
2021-09-11 09:03:06,323.69,29.42,64.52,3
2021-09-11 09:03:29,389.1,29.42,64.47,3
2021-09-11 09:03:51,389.1,29.43,64.43,3
2021-09-11 09:04:14,383.96,29.42,64.15,3
2021-09-11 09:04:37,383.96,29.4,63.46,3
2021-09-11 09:04:59,323.69,29.38,63.63,3
2021-09-11 09:05:22,389.1,29.39,63.61,3
2021-09-11 09:05:45,323.69,29.4,63.57,3
2021-09-11 09:06:07,389.1,29.38,63.45,3
2021-09-11 09:06:30,389.1,29.37,63.52,3
2021-09-11 09:06:52,327.92,29.38,63.6,3
2021-09-11 09:07:15,389.1,29.38,63.67,3
2021-09-11 09:07:38,327.92,29.38,63.69,3
2021-09-11 09:08:00,389.1,29.4,63.7,3
2021-09-11 09:08:23,336.58,29.39,63.61,3
2021-09-11 09:08:46,399.61,29.41,63.62,3
2021-09-11 09:09:08,332.22,29.4,63.63,3
2021-09-11 09:09:31,394.31,29.4,63.59,3
2021-09-11 09:09:53,327.92,29.42,63.57,3
2021-09-11 09:10:16,399.61,29.43,63.66,3
2021-09-11 09:10:39,345.5,29.44,63.73,3
2021-09-11 09:11:01,369.0,29.46,63.66,3
2021-09-11 09:11:24,378.9,29.46,63.6,3
2021-09-11 09:11:47,315.4,29.45,63.71,3
2021-09-11 09:12:09,383.96,29.49,63.49,3
2021-09-11 09:12:33,378.9,29.5,63.61,3
2021-09-11 09:12:55,378.9,29.5,63.5,3
2021-09-11 09:13:18,383.96,29.51,63.42,3
2021-11-11 06:45:37,325.58,27.03,72.48,1
2021-11-11 06:45:59,395.59,27.04,72.46,1
2021-11-11 06:46:22,395.59,27.05,72.48,1
2021-11-11 06:46:45,395.59,27.05,72.52,1
2021-11-11 06:47:07,395.59,27.06,72.47,1
2021-11-11 06:47:30,344.01,27.06,72.49,1
2021-11-11 06:47:53,395.59,27.06,72.58,1
2021-11-11 06:48:15,395.59,27.05,72.6,1
2021-11-11 06:48:38,395.59,27.06,72.54,1
2021-11-11 06:49:00,390.05,27.06,72.52,1
2021-11-11 06:49:23,353.68,27.06,72.59,1
2021-11-11 06:49:46,395.59,27.06,72.53,1
2021-11-11 06:50:09,401.23,27.06,72.66,1
2021-11-11 06:50:31,395.59,27.06,72.64,1
2021-11-11 06:50:54,395.59,27.06,72.69,1
2021-11-11 06:51:17,401.23,27.05,72.7,1
2021-11-11 06:51:39,344.01,27.03,72.86,1
2021-11-11 06:52:02,395.59,27.02,72.86,1
2021-11-11 06:52:25,401.23,27.02,72.89,1
2021-11-11 06:52:48,353.68,27.03,72.73,1
2021-11-11 06:53:11,395.59,27.05,72.7,1
2021-11-11 06:53:34,401.23,27.06,72.77,1
2021-11-11 06:54:19,395.59,27.05,72.8,1
2021-11-11 06:55:04,395.59,27.03,72.82,1
2021-11-11 06:55:49,395.59,27.02,73.05,1
2021-11-11 06:56:35,395.59,27.02,72.9,1
2021-11-11 06:56:57,363.66,27.03,72.9,1
2021-11-11 06:57:20,363.66,27.0,73.33,1
2021-11-11 06:57:42,330.08,27.01,73.21,1
2021-11-11 06:58:05,384.6,27.03,73.12,1
2021-11-11 06:58:29,330.08,27.05,73.1,1
2021-11-11 06:58:52,379.24,27.06,73.07,1
2021-11-11 06:59:15,379.24,27.06,73.14,1
2021-11-11 06:59:37,373.96,27.06,73.17,1
2021-11-11 07:00:00,373.96,27.06,73.1,1
2021-11-11 07:00:23,325.58,27.08,73.1,1
2021-11-11 07:00:45,373.96,27.09,73.02,1
2021-11-11 07:01:31,379.24,27.06,73.32,1
2021-11-11 07:01:54,325.58,27.06,73.23,1
2021-11-11 07:02:16,373.96,27.09,73.24,1
2021-11-11 07:02:39,379.24,27.09,73.23,1
2021-11-11 07:03:02,373.96,27.08,73.36,1
2021-11-11 07:03:24,373.96,27.1,73.13,1
2021-11-11 07:03:47,384.6,27.11,73.27,1
2021-11-11 07:04:32,384.6,27.13,73.34,1
2021-11-11 07:04:55,379.24,27.22,73.25,1
2021-11-11 07:05:17,334.65,27.2,73.21,1
2021-11-11 07:05:40,395.59,27.19,73.12,1
2021-11-11 07:06:03,395.59,27.18,73.21,1
2021-11-11 07:06:25,395.59,27.19,73.15,1
2021-11-11 07:06:48,395.59,27.18,73.22,1
2021-11-11 07:07:33,353.68,27.2,73.1,1
2021-11-11 07:07:56,373.96,27.2,73.11,1
2021-11-11 07:08:18,373.96,27.22,73.15,1
2021-11-11 07:08:41,373.96,27.18,73.12,1
2021-11-11 07:09:04,368.77,27.18,73.09,1
2021-11-11 07:09:27,368.77,27.18,73.11,1
2021-11-11 07:09:49,368.77,27.18,73.02,1
2021-11-11 07:10:12,368.77,27.18,73.02,1
2021-11-17 06:16:25,345.51,25.95,70.58,1
2021-11-17 06:16:47,395.17,25.9,70.99,1
2021-11-17 06:17:10,395.17,25.88,70.77,1
2021-11-17 06:17:33,395.17,25.86,70.91,1
2021-11-17 06:17:55,384.62,25.84,70.99,1
2021-11-17 06:18:18,374.39,25.81,71.24,1
2021-11-17 06:18:41,374.39,25.8,71.41,1
2021-11-17 06:19:03,319.13,25.77,71.52,1
2021-11-17 06:19:26,364.47,25.76,71.88,1
2021-11-17 06:19:49,359.62,25.74,71.69,1
2021-11-17 06:20:11,354.84,25.71,71.95,1
2021-11-17 06:20:34,350.14,25.71,71.79,1
2021-11-17 06:20:56,350.14,25.71,71.81,1
2021-11-17 06:21:19,345.51,25.72,71.79,1
2021-11-17 06:21:42,345.51,25.73,71.88,1
2021-11-17 06:22:04,354.84,25.74,71.82,1
2021-11-17 06:22:27,345.51,25.74,71.74,1
2021-11-17 06:22:49,350.14,25.75,71.94,1
2021-11-17 06:23:12,350.14,25.74,72.17,1
2021-11-17 06:23:58,350.14,25.74,72.11,1
2021-11-17 06:24:20,310.85,25.74,72.03,1
2021-11-17 06:24:43,340.95,25.74,71.99,1
2021-11-17 06:25:06,306.8,25.73,72.13,1
2021-11-17 06:25:28,340.95,25.73,72.0,1
2021-11-17 06:25:51,340.95,25.73,72.03,1
2021-11-17 06:26:13,336.45,25.72,72.39,1
2021-11-17 06:26:36,336.45,25.72,72.31,1
2021-11-17 06:26:59,336.45,25.72,72.2,1
2021-11-17 06:27:21,340.95,25.73,72.14,1
2021-11-17 06:27:44,336.45,25.73,72.3,1
2021-11-17 06:28:07,340.95,25.73,72.34,1
2021-11-17 06:28:29,345.51,25.72,72.3,1
2021-11-17 06:28:52,345.51,25.72,72.31,1
2021-11-17 06:29:14,345.51,25.72,72.38,1
2021-11-17 06:29:37,345.51,25.71,72.63,1
2021-11-17 06:30:00,345.51,25.72,72.31,1
2021-11-17 06:30:23,350.14,25.72,72.41,1
2021-11-17 06:30:45,350.14,25.73,72.45,1
2021-11-17 06:31:08,354.84,25.73,72.33,1
2021-11-17 06:31:31,354.84,25.74,72.3,1
2021-11-17 06:31:53,350.14,25.74,72.25,1
2021-11-17 06:32:16,345.51,25.76,72.36,1
2021-11-17 06:32:39,345.51,25.75,72.48,1
2021-11-17 06:33:01,350.14,25.75,72.47,1
2021-11-17 06:33:24,350.14,25.75,72.37,1
2021-11-17 06:33:47,350.14,25.74,72.56,1
2021-11-17 06:34:09,345.51,25.72,72.73,1
